horse_id,sire_id,sire_name,damsire_id,damsire_name
2002100717,000a00033a,サンデーサイレンスSunday Silence(米),000a001e3e,Geiger Counter
2005102888,1991109979,タイキブリザード,000a000603,General Assembly
2005103763,1994109686,タイキシャトル,000a0004ec,ウエスタンウインドWestern Wind(米)
2005103853,1999110099,シンボリクリスエス,000a000134,フォーティナイナーForty Niner(米)
2005104493,000a0003a1,ワイルドラッシュWild Rush(米),1992109450,ジェニュイン
2005105204,1992103687,マーベラスサンデー,000a000cf9,パドスールPas de Seul(英)
2005105493,1997110025,アグネスデジタル,000a00167b,Majestic Light
2005105894,1997105873,ダイタクリーヴァ,000a000152,グロウGlow(米)
2005105955,1986109001,カコイーシーズCacoethes(米),000a000013,アフリートAfleet(加)
2005106682,1992109618,フジキセキ,000a001fe2,Wolfhound
2006100292,1999110099,シンボリクリスエス,000a00033a,サンデーサイレンスSunday Silence(米)
2006100381,000a00fa36,マリエンバードMarienbard(愛),000a0003c7,トウショウボーイ
2006100429,000a00fe9b,プリサイスエンドPrecise End(米),000a0001a7,ジェイドロバリーJade Robbery(米)
2006100583,1992109450,ジェニュイン,1988107894,リンドシェーバー
2006101046,1999106689,ゴールドアリュール,000a000229,モガンボMogambo(米)
2006101332,1995108558,マイネルラヴ,000a0015fc,Seattle Slew
2006102089,1993109219,バブルガムフェロー,000a000d71,ロドリゴデトリアーノRodrigo de Triano(米)
2006102523,1992109612,タヤスツヨシ,1992190011,ピルサドスキーPilsudski(愛)
2006102741,000a00fa35,ウォーエンブレムWar Emblem(米),000a00033a,サンデーサイレンスSunday Silence(米)
2006102967,000a000013,アフリートAfleet(加),1992109612,タヤスツヨシ
2006103077,1998101554,マンハッタンカフェ,000a00181a,Private Account
2006103534,1993190010,チーフベアハートChief Bearhart(加),1979101744,アスワン
2006104066,1994109470,フィールドアスカ,000a00021b,ミルジョージ
2006104442,1999106689,ゴールドアリュール,1985109001,キャロルハウスCarroll House(愛)
2006105412,1990109700,ホワイトマズルWhite Muzzle(英),000a000013,アフリートAfleet(加)
2006105667,1992103687,マーベラスサンデー,000a00035e,ティンバーカントリーTimber Country(米)
2006106231,1996103387,ラスカルスズカ,000a0000d3,Danzig
2006106739,1998101799,ミレニアムバイオ,000a001679,Arctic Tern
2006106754,1999106689,ゴールドアリュール,000a000013,アフリートAfleet(加)
2006110078,000a0022cf,Fusaichi Pegasus,000a00185d,Sadler's Wells(米)
2006110157,000a00fcdd,More Than Ready,000a0019da,El Gran Senor
2007100414,1997110043,タップダンスシチー,1989108341,サクラバクシンオー
2007100476,000a000d77,オペラハウスOpera House(英),1982101222,サクラユタカオー
2007100575,1989108341,サクラバクシンオー,000a00033a,サンデーサイレンスSunday Silence(米)
2007100624,2001103460,キングカメハメハ,000a0000cc,ダンシングブレーヴDancing Brave(米)
2007100786,1997104910,カネツフルーヴ,000a000bf9,サンシャインボーイ
2007100828,000a00fa34,スウェプトオーヴァーボードSwept Overboard(米),1977103827,アンバーシャダイ
2007100871,000a0001d4,ラムタラLammtarra(米),000a00035c,サンダーガルチThunder Gulch(米)
2007101046,1999106689,ゴールドアリュール,000a001d37,A.P. Indy
2007101053,000a00fa34,スウェプトオーヴァーボードSwept Overboard(米),000a000082,ブライアンズタイムBrian's Time(米)
2007101410,1992103687,マーベラスサンデー,000a000843,ウォーニングWarning(英)
2007101480,000a00227c,シルバーチャームSilver Charm(米),000a0015e0,Be My Guest
2007101798,1995108676,グラスワンダー,1993109188,ダンスインザダーク
2007101820,1992109618,フジキセキ,000a0002d5,Sanglamore
2007101823,1994109686,タイキシャトル,1985109002,アサティスAssatis(米)
2007101950,1995108558,マイネルラヴ,000a000287,ポリッシュネイビーPolish Navy(米)
2007102253,000a00fe9b,プリサイスエンドPrecise End(米),000a000d69,スキャンScan(米)
2007102397,1993190010,チーフベアハートChief Bearhart(加),000a000082,ブライアンズタイムBrian's Time(米)
2007102437,1991103498,サクラローレル,1992190011,ピルサドスキーPilsudski(愛)
2007102705,2000101517,ゼンノロブロイ,000a00fe3c,Candy Stripes
2007102826,1993105076,ΞάΞΛΞοΞΤΞ≠ΞΒΞΙ,000a000013,ΞΔΞ’ΞξΓΦΞ»Afleet(≤Ο)
2007103033,1999106756,デュランダル,1983109006,トニービンTony Bin(愛)
2007103350,2001103460,キングカメハメハ,000a00033a,サンデーサイレンスSunday Silence(米)
2007103395,1998110135,クロフネ,1993109219,バブルガムフェロー
2007103539,1998103836,トーシンブリザード,000a000d48,キンググローリアスKing Glorious(米)
2007103762,000a010a10,ロージズインメイRoses in May(米),000a000082,ブライアンズタイムBrian's Time(米)
2007103864,2001103460,キングカメハメハ,000a000082,ブライアンズタイムBrian's Time(米)
2007103968,1998110135,クロフネ,000a00033a,サンデーサイレンスSunday Silence(米)
2007104226,2002106293,トーヨーヒリュウ,000a0003bd,マルゼンスキー
2007104330,1988107894,リンドシェーバー,000a000d01,パークリージェントPark Regent(加)
2007104371,000a010a10,ロージズインメイRoses in May(米),000a00fe3c,Candy Stripes
2007104376,1999107004,アドマイヤマックス,1983109006,トニービンTony Bin(愛)
2007104434,1995108676,グラスワンダー,1992109618,フジキセキ
2007104453,1998103430,ナスダックパワー,1983109006,トニービンTony Bin(愛)
2007104687,1995108676,グラスワンダー,000a00033a,サンデーサイレンスSunday Silence(米)
2007104703,2000190010,アルカセットAlkaased(米),000a001bed,Theatrical
2007104732,1999104188,ヤマニンセラフィム,1984101673,タマモクロス
2007104812,1998101554,マンハッタンカフェ,1991190002,ハートレイクHeart Lake(英)
2007104872,000a010a10,ロージズインメイRoses in May(米),000a0000b0,コマンダーインチーフCommander in Chief(英)
2007104883,1999106756,デュランダル,1983104089,ダイナガリバー
2007104899,000a010a10,ロージズインメイRoses in May(米),000a0003f0,コインドシルバー
2007105220,1994108729,ステイゴールド,000a001c5c,Night Shift
2007105728,1992190005,Singspiel(愛),000a0022d1,Dubai Millennium(英)
2007105801,1993190010,チーフベアハートChief Bearhart(加),000a0001a7,ジェイドロバリーJade Robbery(米)
2007105820,1998101799,ミレニアムバイオ,000a000093,カーネギーCarnegie(愛)
2007106051,1996107315,ブラックタキシード,000a0000c5,ダミスターDamister(米)
2007106154,2001103460,キングカメハメハ,000a000082,ブライアンズタイムBrian's Time(米)
2007106204,1989108341,サクラバクシンオー,000a000082,ブライアンズタイムBrian's Time(米)
2007106217,000a000082,ブライアンズタイムBrian's Time(米),000a0016eb,Caerleon(米)
2007106253,1997110043,タップダンスシチー,000a00211c,Smart Strike(加)
2007106312,1990109700,ホワイトマズルWhite Muzzle(英),000a00035e,ティンバーカントリーTimber Country(米)
2007106369,1988101025,トウカイテイオー,000a00033a,サンデーサイレンスSunday Silence(米)
2007106459,000a000d77,オペラハウスOpera House(英),000a000082,ブライアンズタイムBrian's Time(米)
2007106465,000a00004b,バチアーBachir(愛),1988109109,コタシャーンKotashaan(仏)
2007106537,1998110135,クロフネ,000a00033a,サンデーサイレンスSunday Silence(米)
2007106743,1993109220,フサイチコンコルド,000a000082,ブライアンズタイムBrian's Time(米)
2007106799,000a00fe9b,プリサイスエンドPrecise End(米),000a0000bd,クリミナルタイプCriminal Type(米)
2008100008,2002100816,ディープインパクト,000a0016eb,Caerleon(米)
2008100038,1994109361,ブラックホーク,000a000d71,ロドリゴデトリアーノRodrigo de Triano(米)
2008100082,1989109110,パラダイスクリークParadise Creek(米),1995103211,スペシャルウィーク
2008100175,1999106756,デュランダル,000a001bda,Cozzene
2008100219,1999100226,タニノギムレット,000a00033a,サンデーサイレンスSunday Silence(米)
2008100267,1998101516,アグネスタキオン,000a001bea,Seeking the Gold
2008100282,1995100385,スマートボーイ,000a000162,グルームダンサーGroom Dancer(米)
2008100344,000a0003a1,ワイルドラッシュWild Rush(米),000a000082,ブライアンズタイムBrian's Time(米)
2008100375,1992102988,マヤノトップガン,1995108676,グラスワンダー
2008100444,2001103460,キングカメハメハ,000a001d8b,Dayjur
2008100495,2000102261,サクラプレジデント,000a000843,ウォーニングWarning(英)
2008100538,2000190010,アルカセットAlkaased(米),000a00033a,サンデーサイレンスSunday Silence(米)
2008100608,1997110025,アグネスデジタル,000a00033a,サンデーサイレンスSunday Silence(米)
2008100628,1998101786,ジャングルポケット,000a00033a,サンデーサイレンスSunday Silence(米)
2008100799,1995103211,スペシャルウィーク,000a00184b,Mt. Livermore
2008100889,2000102261,サクラプレジデント,000a00035c,サンダーガルチThunder Gulch(米)
2008100933,2001103890,スズカマンボ,000a001e82,Mujtahid
2008100939,000a00013a,フレンチデピュティFrench Deputy(米),1990109706,エルナンドHernando(仏)
2008101012,1996190005,ファンタスティックライトFantastic Light(米),000a001bda,Cozzene
2008101020,1998101554,マンハッタンカフェ,000a001a98,Storm Cat(米)
2008101031,2000102261,サクラプレジデント,000a0015c6,Cure the Blues
2008101058,1998101683,タイムパラドックス,000a0012bf,Halo
2008101076,2001103038,ハーツクライ,000a0015fc,Seattle Slew
2008101140,1994109686,タイキシャトル,000a002040,Tunerup
2008101162,000a000d77,オペラハウスOpera House(英),000a0016eb,Caerleon(米)
2008101165,2000101517,ゼンノロブロイ,000a0001a7,ジェイドロバリーJade Robbery(米)
2008101196,1997110118,イーグルカフェ,000a000148,ジェネラスGenerous(愛)
2008101267,000a00fa34,スウェプトオーヴァーボードSwept Overboard(米),1983109006,トニービンTony Bin(愛)
2008101350,000a00fe9b,プリサイスエンドPrecise End(米),000a000d72,アーミジャーArmiger(英)
2008101384,2001103038,ハーツクライ,000a000093,カーネギーCarnegie(愛)
2008101496,1992109618,フジキセキ,000a000d01,パークリージェントPark Regent(加)
2008101538,1999106689,ゴールドアリュール,000a001bda,Cozzene
2008101549,2001103460,キングカメハメハ,000a001fd1,Mountain Cat
2008101592,1992103687,マーベラスサンデー,000a0000c0,クリスタルグリッターズCrystal Glitters(米)
2008101638,1999107052,アドマイヤドン,000a00033a,サンデーサイレンスSunday Silence(米)
2008101645,2000101426,ネオユニヴァース,000a001c5e,Rahy
2008101671,2001190004,バゴBago(仏),000a000082,ブライアンズタイムBrian's Time(米)
2008101689,000a00fd4c,ロックオブジブラルタル,1994109686,タイキシャトル
2008101718,1998101516,アグネスタキオン,000a001a98,Storm Cat(米)
2008101723,1994109686,タイキシャトル,000a000603,General Assembly
2008101810,1998101554,マンハッタンカフェ,000a000d02,ワッスルタッチWassl Touch(米)
