horse_id,sire_id,sire_name,damsire_id,damsire_name
2017104541,2006103140,ロジユニヴァース,2001190004,バゴBago(仏)
2017104544,2007102951,エイシンフラッシュ,1997110025,アグネスデジタル
2017104545,1998110199,ウォーターリーグ,000a00007c,ボストンハーバーBoston Harbor(米)
2017104546,1996110138,サウスヴィグラス,1992109618,フジキセキ
2017104548,1998110135,クロフネ,000a01132a,Candy Ride
2017104549,1999106689,ゴールドアリュール,2001110204,アポインテッドデイ
2017104550,2008102636,オルフェーヴル,1988101025,トウカイテイオー
2017104551,2007102951,エイシンフラッシュ,000a011996,ハービンジャーHarbinger(英)
2017104553,1998110135,クロフネ,000a0001e9,ライブリーワンLively One(米)
2017104558,2006103169,トーセンジョーダン,2001103038,ハーツクライ
2017104559,2009105084,ディープブリランテ,1983109006,トニービンTony Bin(愛)
2017104561,2008103004,ベルシャザール,1992103687,マーベラスサンデー
2017104563,1998102595,ショウナンカンプ,1999106689,ゴールドアリュール
2017104564,1999100226,タニノギムレット,1992109612,タヤスツヨシ
2017104565,2009106599,フェノーメノ,000a001bed,Theatrical
2017104568,2009106599,フェノーメノ,1987105368,メジロライアン
2017104570,2009105961,スピルバーグ,000a000013,アフリートAfleet(加)
2017104572,2009106092,トーセンホマレボシ,000a0002a6,リアルシャダイReal Shadai(米)
2017104573,2009106599,フェノーメノ,2000101561,リンカーン
2017104574,2006103169,トーセンジョーダン,000a00033a,サンデーサイレンスSunday Silence(米)
2017104575,1995108676,グラスワンダー,000a00033a,サンデーサイレンスSunday Silence(米)
2017104576,2009106092,トーセンホマレボシ,000a000013,アフリートAfleet(加)
2017104578,2006102934,ストロングリターン,1995108676,グラスワンダー
2017104579,2008103004,ベルシャザール,1986109001,カコイーシーズCacoethes(米)
2017104581,2009106599,フェノーメノ,1986109001,カコイーシーズCacoethes(米)
2017104585,2001103160,ハイアーゲーム,000a0003bd,マルゼンスキー
2017104586,000a01176a,パイロPyro(米),000a000396,ワレンダーWallenda(米)
2017104589,2005100097,スマートファルコン,1995108558,マイネルラヴ
2017104591,2008103004,ベルシャザール,000a001f5a,Salt Lake
2017104592,2005100097,スマートファルコン,000a0000b0,コマンダーインチーフCommander in Chief(英)
2017104595,2005105410,アーネストリー,1992109612,タヤスツヨシ
2017104598,000a011996,ハービンジャーHarbinger(英),1998101516,アグネスタキオン
2017104599,2010105827,キズナ,000a0000fe,デュラブDoulab(米)
2017104601,000a0118e8,バトルプランBattle Plan(米),1999107004,アドマイヤマックス
2017104604,2006103308,アンライバルド,1995108665,アグネスワールド
2017104605,2007105709,ダノンシャンティ,1993190001,エリシオHelissio(仏)
2017104608,2007102951,エイシンフラッシュ,1992109618,フジキセキ
2017104609,2001103114,ダイワメジャー,000a00185d,Sadler's Wells(米)
2017104610,2008103244,リアルインパクト,1998101786,ジャングルポケット
2017104611,2010105827,キズナ,000a00010f,エンドスウィープEnd Sweep(米)
2017104612,2010104155,エピファネイア,1992109618,フジキセキ
2017104614,2007102951,エイシンフラッシュ,1992109618,フジキセキ
2017104615,000a012045,タートルボウルTurtle Bowl(愛),1995103211,スペシャルウィーク
2017104616,2001103114,ダイワメジャー,1996106512,アドマイヤコジーン
2017104619,2007102923,ヴィクトワールピサ,2001103460,キングカメハメハ
2017104620,2010104155,エピファネイア,1998101554,マンハッタンカフェ
2017104621,2009106461,ジャスタウェイ,1990109700,ホワイトマズルWhite Muzzle(英)
2017104622,2001103114,ダイワメジャー,1999110099,シンボリクリスエス
2017104623,2002100816,ディープインパクト,000a00fa34,スウェプトオーヴァーボードSwept Overboard(米)
2017104625,2004103328,スクリーンヒーロー,1985109002,アサティスAssatis(米)
2017104626,2008103244,リアルインパクト,1995108742,エルコンドルパサー
2017104627,2001103312,ブラックタイド,1996102442,ナリタトップロード
2017104629,2007103143,ルーラーシップ,1994108729,ステイゴールド
2017104630,2008102636,オルフェーヴル,1987105368,メジロライアン
2017104631,2007103143,ルーラーシップ,000a00033a,サンデーサイレンスSunday Silence(米)
2017104632,2008103552,ロードカナロア,000a00fe93,Redoute's Choice
2017104634,2001103114,ダイワメジャー,1998190004,ファルブラヴFalbrav(愛)
2017104635,2004103328,スクリーンヒーロー,000a010610,Saint Liam
2017104636,2010104155,エピファネイア,000a011e56,Ready's Image
2017104640,2006102934,ストロングリターン,000a00033a,サンデーサイレンスSunday Silence(米)
2017104641,2001103114,ダイワメジャー,1995107978,エアジハード
2017104642,000a012230,ノヴェリストNovellist(愛),2002100816,ディープインパクト
2017104644,000a0022d2,キングズベストKing's Best(米),1998101554,マンハッタンカフェ
2017104645,1999106689,ゴールドアリュール,000a000006,トワイニングTwining(米)
2017104646,2010104155,エピファネイア,1998101786,ジャングルポケット
2017104649,1998110135,クロフネ,2001103114,ダイワメジャー
2017104652,000a011996,ハービンジャーHarbinger(英),1999110099,シンボリクリスエス
2017104653,2008103552,ロードカナロア,2001103038,ハーツクライ
2017104656,000a012230,ノヴェリストNovellist(愛),000a00013a,フレンチデピュティFrench Deputy(米)
2017104659,1999106689,ゴールドアリュール,000a00fa35,ウォーエンブレムWar Emblem(米)
2017104660,000a011b05,モンテロッソMonterosso(英),1995107978,エアジハード
2017104662,2007102923,ヴィクトワールピサ,000a002309,Danehill Dancer(愛)
2017104665,000a012230,ノヴェリストNovellist(愛),2001190004,バゴBago(仏)
2017104667,2001103114,ダイワメジャー,000a010542,エンパイアメーカーEmpire Maker(米)
2017104670,2004103328,スクリーンヒーロー,1999110099,シンボリクリスエス
2017104671,2001103460,キングカメハメハ,1994109686,タイキシャトル
2017104673,000a011e9c,マジェスティックウォリアーMajestic Warrior(米),000a0003a1,ワイルドラッシュWild Rush(米)
2017104675,2007102923,ヴィクトワールピサ,000a00010f,エンドスウィープEnd Sweep(米)
2017104677,2001103114,ダイワメジャー,1999110099,シンボリクリスエス
2017104678,2001103460,キングカメハメハ,000a010bee,Observatory
2017104679,1999106689,ゴールドアリュール,1980106362,ニホンピロウイナー
2017104680,000a011155,ヘニーヒューズHenny Hughes(米),000a010a10,ロージズインメイRoses in May(米)
2017104683,000a012230,ノヴェリストNovellist(愛),2002100816,ディープインパクト
2017104684,2007102951,エイシンフラッシュ,000a011996,ハービンジャーHarbinger(英)
2017104685,2001103460,キングカメハメハ,000a00fd4c,ロックオブジブラルタル
2017104686,000a01176a,パイロPyro(米),1992109618,フジキセキ
2017104687,2009106461,ジャスタウェイ,000a010a60,Dubai Destination
2017104688,2010104155,エピファネイア,2001103460,キングカメハメハ
2017104690,2001103460,キングカメハメハ,2002100816,ディープインパクト
2017104691,2008103552,ロードカナロア,1998101516,アグネスタキオン
2017104694,000a01198f,Le Havre,000a0124b6,Mount Nelson(英)
2017104697,2002100816,ディープインパクト,000a011252,Pure Prize
2017104698,2010105827,キズナ,000a0022cf,Fusaichi Pegasus
2017104699,1999106689,ゴールドアリュール,000a001d37,A.P. Indy
2017104700,2007102923,ヴィクトワールピサ,1995108742,エルコンドルパサー
2017104702,2001103460,キングカメハメハ,000a00fa35,ウォーエンブレムWar Emblem(米)
2017104703,2007103143,ルーラーシップ,1998110135,クロフネ
2017104704,000a012045,タートルボウルTurtle Bowl(愛),000a00033a,サンデーサイレンスSunday Silence(米)
2017104705,000a011996,ハービンジャーHarbinger(英),1998101516,アグネスタキオン
2017104706,000a012230,ノヴェリストNovellist(愛),2000101426,ネオユニヴァース
2017104707,000a011996,ハービンジャーHarbinger(英),1993109188,ダンスインザダーク
2017104709,2007105709,ダノンシャンティ,000a001ea2,Quiet American
2017104710,000a01176a,パイロPyro(米),1998101554,マンハッタンカフェ
2017104711,1999106689,ゴールドアリュール,000a010542,エンパイアメーカーEmpire Maker(米)
2017104712,2007102923,ヴィクトワールピサ,2001103460,キングカメハメハ
2017104713,2001103114,ダイワメジャー,000a011252,Pure Prize
2017104714,2004103328,スクリーンヒーロー,000a000006,トワイニングTwining(米)
2017104715,2007102951,エイシンフラッシュ,1993109188,ダンスインザダーク
2017104716,2001103038,ハーツクライ,000a01173d,Bluegrass Cat
2017104717,1998101786,ジャングルポケット,000a00033a,サンデーサイレンスSunday Silence(米)
2017104718,2007105709,ダノンシャンティ,1998110135,クロフネ
2017104719,2002100816,ディープインパクト,000a010d4d,Hawk Wing
2017104721,2002100816,ディープインパクト,000a011252,Pure Prize
2017104723,000a011996,ハービンジャーHarbinger(英),1992109618,フジキセキ
2017104725,000a012045,タートルボウルTurtle Bowl(愛),1995103211,スペシャルウィーク
2017104726,2007102951,エイシンフラッシュ,1993109188,ダンスインザダーク
2017104727,2008102636,オルフェーヴル,1998101786,ジャングルポケット
2017104729,2007103143,ルーラーシップ,1995103211,スペシャルウィーク
2017104731,2007103143,ルーラーシップ,1999110099,シンボリクリスエス
2017104732,2007102951,エイシンフラッシュ,1998101516,アグネスタキオン
2017104733,2010104155,エピファネイア,000a000271,パントレセレブルPeintre Celebre(米)
2017104734,2007102923,ヴィクトワールピサ,000a00013a,フレンチデピュティFrench Deputy(米)
2017104735,2001103114,ダイワメジャー,000a0021b5,Deputy Commander
2017104739,2009105084,ディープブリランテ,000a00013a,フレンチデピュティFrench Deputy(米)
2017104740,2001103114,ダイワメジャー,000a0109d0,Marchand de Sable
2017104743,2002100816,ディープインパクト,000a010525,Ghostzapper
2017104744,1999106689,ゴールドアリュール,000a00fcd8,Indian Charlie
2017104746,2010104155,エピファネイア,2003102991,アドマイヤムーン
2017104747,1998110135,クロフネ,1999110099,シンボリクリスエス
2017104748,2010105827,キズナ,1997110025,アグネスデジタル
2017104750,2007105709,ダノンシャンティ,000a0000d1,デインヒルDanehill(米)
2017104753,2002100816,ディープインパクト,000a011651,Sahm
2017104755,2007102951,エイシンフラッシュ,000a00033a,サンデーサイレンスSunday Silence(米)
2017104756,2001103460,キングカメハメハ,2001103038,ハーツクライ
2017104760,2003110212,キンシャサノキセキ,000a012056,Siyouni
2017104764,1999106689,ゴールドアリュール,1995104427,キングヘイロー
2017104766,000a011996,ハービンジャーHarbinger(英),2000101426,ネオユニヴァース
2017104767,2010105827,キズナ,000a01053b,Azamour(愛)
2017104768,000a01176a,パイロPyro(米),1999106689,ゴールドアリュール
2017104770,2002100816,ディープインパクト,000a001c66,Mtoto
2017104771,2001103038,ハーツクライ,000a01064e,Almutawakel
2017104774,2007102923,ヴィクトワールピサ,000a0022cf,Fusaichi Pegasus
2017104775,1999106689,ゴールドアリュール,000a00fb8b,Sea of Secrets
2017104776,2003110212,キンシャサノキセキ,1999110099,シンボリクリスエス
2017104778,000a011996,ハービンジャーHarbinger(英),1998101516,アグネスタキオン
2017104780,1998110135,クロフネ,1992109618,フジキセキ
2017104781,000a012045,タートルボウルTurtle Bowl(愛),1999106756,デュランダル
2017104782,2007102951,エイシンフラッシュ,1995103211,スペシャルウィーク
2017104785,2010104155,エピファネイア,1999106689,ゴールドアリュール
2017104787,2002100816,ディープインパクト,000a010db6,Monsun
2017104789,1999106738,ローエングリン,000a00033a,サンデーサイレンスSunday Silence(米)
2017104791,2008103552,ロードカナロア,000a00033a,サンデーサイレンスSunday Silence(米)
2017104793,2008103552,ロードカナロア,1995103211,スペシャルウィーク
2017104795,000a012230,ノヴェリストNovellist(愛),2001103038,ハーツクライ
2017104796,2001103038,ハーツクライ,000a00231f,Elusive Quality
2017104797,2007102923,ヴィクトワールピサ,000a010571,Dr Fong(米)
2017104798,000a012230,ノヴェリストNovellist(愛),2001103460,キングカメハメハ
2017104799,000a012045,タートルボウルTurtle Bowl(愛),1998101516,アグネスタキオン
2017104800,2001103114,ダイワメジャー,000a001a98,Storm Cat(米)
2017104801,2002100816,ディープインパクト,000a0114fe,Scat Daddy(米)
2017104803,2008103004,ベルシャザール,000a001be1,Gone West
2017104804,2002100816,ディープインパクト,1999110099,シンボリクリスエス
2017104806,2001103460,キングカメハメハ,1995103211,スペシャルウィーク
2017104808,2002100816,ディープインパクト,000a010a77,Big Shuffle(米)
2017104809,000a012230,ノヴェリストNovellist(愛),1998101516,アグネスタキオン
2017104810,2001103460,キングカメハメハ,2001103038,ハーツクライ
2017104812,2008103552,ロードカナロア,1998101516,アグネスタキオン
2017104814,2008102636,オルフェーヴル,000a00185c,Highest Honor
2017104815,2002100816,ディープインパクト,000a001f0b,Acatenango
2017104818,000a012045,タートルボウルTurtle Bowl(愛),1999110099,シンボリクリスエス
2017104819,2001103460,キングカメハメハ,1998190004,ファルブラヴFalbrav(愛)
2017104820,2009106599,フェノーメノ,000a00010f,エンドスウィープEnd Sweep(米)
2017104823,2001103460,キングカメハメハ,000a00033a,サンデーサイレンスSunday Silence(米)
2017104824,2008103552,ロードカナロア,2001103038,ハーツクライ
2017104825,2010104155,エピファネイア,1998101516,アグネスタキオン
2017104829,2008102978,オーシャンブルー,000a000d6c,タイトスポットTight Spot(米)
2017104831,000a012045,タートルボウルTurtle Bowl(愛),000a000013,アフリートAfleet(加)
2017104833,2010105827,キズナ,000a011385,Anabaa Blue
2017104836,2009105961,スピルバーグ,1983109006,トニービンTony Bin(愛)
2017104841,2000101426,ネオユニヴァース,000a002328,Pivotal
2017104844,000a01198f,Le Havre,000a0126fd,Kendargent
2017104846,000a012230,ノヴェリストNovellist(愛),000a00013a,フレンチデピュティFrench Deputy(米)
2017104847,000a011e9c,マジェスティックウォリアーMajestic Warrior(米),1998101516,アグネスタキオン
2017104849,2007102923,ヴィクトワールピサ,000a01053e,Smarty Jones(米)
2017104850,2009105961,スピルバーグ,000a010db6,Monsun
2017104851,2001103460,キングカメハメハ,1998101516,アグネスタキオン
2017104859,2005100097,スマートファルコン,000a001a8f,Devil's Bag
2017104863,2002100816,ディープインパクト,000a0022af,Intikhab
2017104864,2008103552,ロードカナロア,2001103114,ダイワメジャー
2017104865,000a00fa34,スウェプトオーヴァーボードSwept Overboard(米),2001103038,ハーツクライ
2017104867,2004103328,スクリーンヒーロー,000a0021cb,Awesome Again(加)
2017104869,2001103038,ハーツクライ,1998110135,クロフネ
2017104873,2010105827,キズナ,1998190004,ファルブラヴFalbrav(愛)
2017104879,000a012045,タートルボウルTurtle Bowl(愛),000a00033a,サンデーサイレンスSunday Silence(米)
2017104881,2001103460,キングカメハメハ,000a00013a,フレンチデピュティFrench Deputy(米)
2017104882,2008103552,ロードカナロア,2002100816,ディープインパクト
2017104884,1999106689,ゴールドアリュール,000a0022ea,Distorted Humor(米)
2017104885,2006102934,ストロングリターン,1995108676,グラスワンダー
2017104888,2010105827,キズナ,000a0122be,Lord of England
2017104889,000a012045,タートルボウルTurtle Bowl(愛),000a00033a,サンデーサイレンスSunday Silence(米)
2017104890,2003110212,キンシャサノキセキ,1999100226,タニノギムレット
2017104891,000a012230,ノヴェリストNovellist(愛),1999100226,タニノギムレット
2017104895,2007105709,ダノンシャンティ,000a00013a,フレンチデピュティFrench Deputy(米)
2017104898,2008103552,ロードカナロア,1990109700,ホワイトマズルWhite Muzzle(英)
2017104899,2009105084,ディープブリランテ,000a010db6,Monsun
2017104900,2007103143,ルーラーシップ,000a011996,ハービンジャーHarbinger(英)
2017104902,000a011996,ハービンジャーHarbinger(英),1994109686,タイキシャトル
2017104903,000a00fa34,スウェプトオーヴァーボードSwept Overboard(米),1999110099,シンボリクリスエス
2017104905,2007103143,ルーラーシップ,000a00033a,サンデーサイレンスSunday Silence(米)
2017104906,2002100816,ディープインパクト,1998190004,ファルブラヴFalbrav(愛)
2017104907,1999106689,ゴールドアリュール,000a0101a0,Broken Vow
2017104908,000a011996,ハービンジャーHarbinger(英),1995108742,エルコンドルパサー
2017104909,2002100816,ディープインパクト,000a010571,Dr Fong(米)
2017104911,2002100816,ディープインパクト,000a011e9c,マジェスティックウォリアーMajestic Warrior(米)
2017104912,2009106461,ジャスタウェイ,000a0111b5,Footstepsinthesand(英)
2017104914,2008102636,オルフェーヴル,1998190004,ファルブラヴFalbrav(愛)
2017104917,2001103038,ハーツクライ,000a0000b5,コロナドズクエストCoronado's Quest(米)
2017104924,2010104155,エピファネイア,000a012049,Layman
2017104925,2009102739,ゴールドシップ,000a0022cf,Fusaichi Pegasus
2017104926,000a00fa34,スウェプトオーヴァーボードSwept Overboard(米),000a00033a,サンデーサイレンスSunday Silence(米)
2017104930,2008102636,オルフェーヴル,1989108341,サクラバクシンオー
2017104934,2007103143,ルーラーシップ,000a00033a,サンデーサイレンスSunday Silence(米)
2017104935,000a012045,タートルボウルTurtle Bowl(愛),000a00033a,サンデーサイレンスSunday Silence(米)
2017104936,2001103460,キングカメハメハ,2002100816,ディープインパクト
2017104937,2004103163,アサクサキングス,000a0002a6,リアルシャダイReal Shadai(米)
2017104938,2001103460,キングカメハメハ,000a00033a,サンデーサイレンスSunday Silence(米)
2017104939,2003110212,キンシャサノキセキ,000a001d7e,Kingmambo(米)
2017104940,2006102934,ストロングリターン,2001103114,ダイワメジャー
2017104941,000a011e9c,マジェスティックウォリアーMajestic Warrior(米),000a00fa34,スウェプトオーヴァーボードSwept Overboard(米)
2017104944,2002100816,ディープインパクト,000a001bed,Theatrical
2017104945,2008103552,ロードカナロア,1998101516,アグネスタキオン
2017104946,000a012045,タートルボウルTurtle Bowl(愛),1990109700,ホワイトマズルWhite Muzzle(英)
2017104947,000a011155,ヘニーヒューズHenny Hughes(米),1992109618,フジキセキ
2017104948,2007103143,ルーラーシップ,1992109618,フジキセキ
2017104949,2001103114,ダイワメジャー,1999110099,シンボリクリスエス
2017104950,2007103143,ルーラーシップ,000a00033a,サンデーサイレンスSunday Silence(米)
2017104953,2009105084,ディープブリランテ,1999110099,シンボリクリスエス
2017104954,000a011996,ハービンジャーHarbinger(英),000a00033a,サンデーサイレンスSunday Silence(米)
2017104956,000a00fa34,スウェプトオーヴァーボードSwept Overboard(米),1998101516,アグネスタキオン
2017104959,000a012045,タートルボウルTurtle Bowl(愛),2001103460,キングカメハメハ
2017104962,2001103460,キングカメハメハ,000a00033a,サンデーサイレンスSunday Silence(米)
2017104963,2002100816,ディープインパクト,000a010db6,Monsun
2017104964,2010105827,キズナ,000a011248,Tapit(米)
2017104966,000a00fa34,スウェプトオーヴァーボードSwept Overboard(米),000a00033a,サンデーサイレンスSunday Silence(米)
2017104967,2001103038,ハーツクライ,1995108665,アグネスワールド
2017104970,2007103143,ルーラーシップ,000a011135,チチカステナンゴChichicastenango(仏)
2017104971,2010104155,エピファネイア,1990109700,ホワイトマズルWhite Muzzle(英)
2017104973,2002100816,ディープインパクト,000a00232b,Galileo(愛)
2017104974,2007105709,ダノンシャンティ,000a001cb4,Alzao
2017104975,2001103460,キングカメハメハ,1998101516,アグネスタキオン
2017104976,2008102636,オルフェーヴル,000a00223f,Sri Pekan
2017104977,2009105961,スピルバーグ,000a001f5a,Salt Lake
2017104979,2008102636,オルフェーヴル,000a001d7e,Kingmambo(米)
2017104981,2010104155,エピファネイア,2002100816,ディープインパクト
2017104982,2009105961,スピルバーグ,000a0111fe,Bernardini(米)
2017104985,2009106461,ジャスタウェイ,000a001be4,Kendor
2017104986,2009106461,ジャスタウェイ,000a001c0e,Meadowlake
2017104987,2010104155,エピファネイア,000a012056,Siyouni
2017104988,2007102923,ヴィクトワールピサ,000a00fcdd,More Than Ready
2017104989,2002100816,ディープインパクト,000a0127e6,City Zip(米)
2017104991,2001103114,ダイワメジャー,000a010db6,Monsun
2017104993,000a012045,タートルボウルTurtle Bowl(愛),1993109188,ダンスインザダーク
2017104996,1999106689,ゴールドアリュール,000a000013,アフリートAfleet(加)
2017104997,000a010a65,Medaglia d'Oro,000a002309,Danehill Dancer(愛)
2017104998,2004103328,スクリーンヒーロー,1990109700,ホワイトマズルWhite Muzzle(英)
2017104999,1998110135,クロフネ,2002100816,ディープインパクト
2017105000,2007103143,ルーラーシップ,2002100816,ディープインパクト
2017105001,000a012cc0,エスケンデレヤ,1998101516,アグネスタキオン
2017105003,2009102739,ゴールドシップ,000a001be1,Gone West
2017105004,1999106689,ゴールドアリュール,000a000687,Lord Avie
2017105005,000a011e9c,マジェスティックウォリアーMajestic Warrior(米),2000101517,ゼンノロブロイ
2017105011,2007103143,ルーラーシップ,000a00033a,サンデーサイレンスSunday Silence(米)
2017105014,000a011996,ハービンジャーHarbinger(英),1998190004,ファルブラヴFalbrav(愛)
2017105017,2005110112,カジノドライヴ,1999106689,ゴールドアリュール
2017105018,000a011155,ヘニーヒューズHenny Hughes(米),2002100816,ディープインパクト
2017105019,2010104155,エピファネイア,000a00013a,フレンチデピュティFrench Deputy(米)
2017105020,2004103328,スクリーンヒーロー,000a001ea2,Quiet American
2017105021,2010104155,エピファネイア,2002100816,ディープインパクト
